編號,詞語,語源,義項,詞類,等級,標籤,TL,POJ,方言差,近義詞,反義詞,相關詞,附註,動詞變化,翻譯,,分類
13924,手蹄仔,,18831,名,,,手心。手的中心部分。也說成「手蹄」(tshiú-tê)。,手心。手的中心部分。也說成「手蹄」(chhiú-tê)。,,961#1336|26036,,,,tshiú-tê-á/tshiú-tuê-á,chhiú-tê-á/chhiú-tôe-á,https://sutian.moe.edu.tw/zh-hant/su/13924/#18831,生理構造|肢體動作
13924,手蹄仔,,18832,名,,,引申指手的癖性。,,,862#1211,,,,tshiú-tê-á/tshiú-tuê-á,chhiú-tê-á/chhiú-tôe-á,https://sutian.moe.edu.tw/zh-hant/su/13924/#18832,生理構造|肢體動作
13925,手縫櫳,,18833,熟,,,手指間的縫隙大，民俗命理認為有這種手相的人容易漏財。引申形容出手大方，愛花錢的人。,,,19904,,,,tshiú-phāng lang,chhiú-phāng lang,https://sutian.moe.edu.tw/zh-hant/su/13925/#18833,
13926,月圍箍,,18834,熟,,,月暈。月亮周圍有月暈。月亮周圍出現光圈。,,,19905,,,,gue̍h uî-khoo/ge̍h uî-khoo,goe̍h ûi-kho͘/ge̍h ûi-kho͘,https://sutian.moe.edu.tw/zh-hant/su/13926/#18834,
13927,歹日,,18835,名,,,凶日。在黃曆上有諸多禁忌的日子。,,,,257#382|2136#2993|14000#18932,,,pháinn-ji̍t/pháinn-li̍t,pháiⁿ-ji̍t/pháiⁿ-li̍t,https://sutian.moe.edu.tw/zh-hant/su/13927/#18835,
13928,歹吉兆,,18836,名,,,凶兆。壞的預兆。,,,19906|19907,2360#3273|19908|19909,,,pháinn-kiat-tiāu,pháiⁿ-kiat-tiāu,https://sutian.moe.edu.tw/zh-hant/su/13928/#18836,
13928,歹吉兆,,18837,形,,,不吉利。,,,,19908,,,pháinn-kiat-tiāu,pháiⁿ-kiat-tiāu,https://sutian.moe.edu.tw/zh-hant/su/13928/#18837,
13929,歹物仔,,18838,名,,,指鬼怪或不祥的人物、東西。,,,970#1348|6813#9485|6873#9555|13181#17884,,,,pháinn-mih-á,pháiⁿ-mih-á,https://sutian.moe.edu.tw/zh-hant/su/13929/#18838,
13929,歹物仔,,18839,名,,,惡性腫瘤。,,,970#1349|11207#15321|12229#16669,,,,pháinn-mih-á,pháiⁿ-mih-á,https://sutian.moe.edu.tw/zh-hant/su/13929/#18839,
13930,歹看面,,18840,形,,,面貌難看。,,,,,,,pháinn-khuànn-bīn/phái-khuànn-bīn,pháiⁿ-khòaⁿ-bīn/phái-khòaⁿ-bīn,https://sutian.moe.edu.tw/zh-hant/su/13930/#18840,反應、表情|體態樣貌|境況、狀態-擬人
13930,歹看面,,18841,形,,,難堪、丟臉。,,,,,,,pháinn-khuànn-bīn/phái-khuànn-bīn,pháiⁿ-khòaⁿ-bīn/phái-khòaⁿ-bīn,https://sutian.moe.edu.tw/zh-hant/su/13930/#18841,反應、表情|體態樣貌|境況、狀態-擬人
13931,歹面,,18842,名,,,凶惡、憤怒或難看的面相或臉色。,,,,,,,pháinn-bīn,pháiⁿ-bīn,https://sutian.moe.edu.tw/zh-hant/su/13931/#18842,
13931,歹面,,18843,形,,,形勢惡劣。,,,,,,,pháinn-bīn,pháiⁿ-bīn,https://sutian.moe.edu.tw/zh-hant/su/13931/#18843,
13932,歹面相看,,18844,熟,,,惡臉相向。,,,,29212#22899,,,pháinn-bīn-sio-khuànn,pháiⁿ-bīn-sio-khòaⁿ,https://sutian.moe.edu.tw/zh-hant/su/13932/#18844,交際應酬
13933,歹紡,,18845,動,,,很難紡織或轉動。,,,,,,,pháinn-pháng/phái-pháng,pháiⁿ-pháng/phái-pháng,https://sutian.moe.edu.tw/zh-hant/su/13933/#18845,
13933,歹紡,,18846,熟,,,棘手。人事物等難纏又不好應付。,,,929#1297|985#1370,,,,pháinn-pháng/phái-pháng,pháiⁿ-pháng/phái-pháng,https://sutian.moe.edu.tw/zh-hant/su/13933/#18846,
13934,歹價,,18847,形,,,賤價。價錢不好。就賣方的立場來說。,,,,2403#3326,,,pháinn-kè/phái-kè,pháiⁿ-kè/phái-kè,https://sutian.moe.edu.tw/zh-hant/su/13934/#18847,
13935,毋成囡仔,,18848,名,,,發育不良的小孩。,,,19910,,,,m̄-tsiânn-gín-á,m̄-chiâⁿ-gín-á,https://sutian.moe.edu.tw/zh-hant/su/13935/#18848,
13935,毋成囡仔,,18849,名,,,不良少年、小混混。,,,894#1249|910#1271|984#1369|19137#21891,2312#3218,,,m̄-tsiânn-gín-á,m̄-chiâⁿ-gín-á,https://sutian.moe.edu.tw/zh-hant/su/13935/#18849,
13936,水尺,,18850,名,,,水準尺。測看物體表面是否水平的水準尺。,,,19911|19912,,,,tsuí-tshioh,chúi-chhioh,https://sutian.moe.edu.tw/zh-hant/su/13936/#18850,
13936,水尺,,18851,名,,,水尺。港口碼頭等地用來估算一艘散裝船所裝載貨物重量的工具。,,,,,,,tsuí-tshioh,chúi-chhioh,https://sutian.moe.edu.tw/zh-hant/su/13936/#18851,
13937,水泱,,18852,名,,,漣漪。,,,,,,,tsuí-iann,chúi-iaⁿ,https://sutian.moe.edu.tw/zh-hant/su/13937/#18852,
13938,水租,,18853,名,,,水利會費。為了使用農地灌溉用水所繳納的費用，每公頃大約四千多元，一九九○年起由政府代繳。,,,,,,,tsuí-tsoo,chúi-cho͘,https://sutian.moe.edu.tw/zh-hant/su/13938/#18853,
13939,水脈,,18854,名,,,水系。由河流的主流與眾多支流互相連結，構成一天然的集水、排水系統。,,,,,,,tsuí-me̍h,chúi-me̍h,https://sutian.moe.edu.tw/zh-hant/su/13939/#18854,
13940,水碓,,18855,名,,,藉水力舂米的機具。,,,,,,,tsuí-tuì,chúi-tùi,https://sutian.moe.edu.tw/zh-hant/su/13940/#18855,
13941,水窟仔,,18856,名,,,水坑。,,,19913,,,,tsuí-khut-á,chúi-khut-á,https://sutian.moe.edu.tw/zh-hant/su/13941/#18856,
13942,水鉎,,18857,名,,,水鏽、水垢。,,,19914,,,,tsuí-sian,chúi-sian,https://sutian.moe.edu.tw/zh-hant/su/13942/#18857,
13943,水濺仔,,18858,名,,,澆水桶。為植物澆水用的澆水桶，可以澆出水花。,,,,,,,tsuí-tsuānn-á,chúi-chōaⁿ-á,https://sutian.moe.edu.tw/zh-hant/su/13943/#18858,
13944,火母,,18859,名,,,火種。供引火用的火。,,,1271#1723,,,,hué-bó/hé-bú,hóe-bó/hé-bú,https://sutian.moe.edu.tw/zh-hant/su/13944/#18859,
13945,火車母,,18860,名,,,火車頭、機關車。一種用來提供鐵路列車動力的鐵路車輛，它的作用是在軌道上驅動列車。又稱「車母」。,,,13946#18862,,,,hué-tshia-bó/hé-tshia-bú,hóe-chhia-bó/hé-chhia-bú,https://sutian.moe.edu.tw/zh-hant/su/13945/#18860,
13946,火車頭,,18861,名,,,火車站。,,,1245#1689|3505#4885,,,,hué-tshia-thâu/hé-tshia-thâu,hóe-chhia-thâu/hé-chhia-thâu,https://sutian.moe.edu.tw/zh-hant/su/13946/#18861,
13946,火車頭,,18862,名,,,火車頭、機關車。一種用來提供鐵路列車動力的鐵路車輛，它的作用是在軌道上驅動列車。又稱「火車母」、「車母」。,,,13945#18860|14071#19022,,,,hué-tshia-thâu/hé-tshia-thâu,hóe-chhia-thâu/hé-chhia-thâu,https://sutian.moe.edu.tw/zh-hant/su/13946/#18862,
13947,火金星,,18863,名,,,螢火蟲。昆蟲，身體呈黃褐色，腹部尾端會發出燐光，白天藏在草叢裡，晚上才飛出來。,,V338,1247#1691,,,,hué-kim-tshenn/hé-kim-tshinn,hóe-kim-chheⁿ/hé-kim-chhiⁿ,https://sutian.moe.edu.tw/zh-hant/su/13947/#18863,
13947,火金星,,18864,名,,,火花、火星。物體燃燒或碰撞時所迸射的火點。也指身體發生異狀時，眼前出現像火星的感覺。,,,,,,,hué-kim-tshenn/hé-kim-tshinn,hóe-kim-chheⁿ/hé-kim-chhiⁿ,https://sutian.moe.edu.tw/zh-hant/su/13947/#18864,
13948,火烌性,,18865,名,,,火暴性子、火暴脾氣。指脾氣容易暴躁，但跟火花一樣來得快去也快。,,,,,,,hué-hu-sìng/hé-hu-sìng,hóe-hu-sèng/hé-hu-sèng,https://sutian.moe.edu.tw/zh-hant/su/13948/#18865,
13949,火珠仔,,18866,名,,,火星塞。汽機車引擎的點火裝置。,,,,,,,hué-tsu-á/hé-tsu-á,hóe-chu-á/hé-chu-á,https://sutian.moe.edu.tw/zh-hant/su/13949/#18866,
13950,牛角𨂿仔,,18867,名,,,天牛。昆蟲名。,,,19917|19918#22991|19921,,,,gû-kak-uainnh-á,gû-kak-oaiⁿh-á,https://sutian.moe.edu.tw/zh-hant/su/13950/#18867,
13951,牛貫,,18868,名,,,耕牛的穿鼻環。,,V330,19922|19923,,,,gû-kǹg,gû-kǹg,https://sutian.moe.edu.tw/zh-hant/su/13951/#18868,
13952,牛聲馬喉,,18869,熟,,,破嗓子。形容人歌聲難聽。,,,20339,,,,gû-siann-bé-âu,gû-siaⁿ-bé-âu,https://sutian.moe.edu.tw/zh-hant/su/13952/#18869,
13952,牛聲馬喉,,18870,熟,,,大聲吆喝。,,,,10899#14918,,,gû-siann-bé-âu,gû-siaⁿ-bé-âu,https://sutian.moe.edu.tw/zh-hant/su/13952/#18870,
13953,王梨酥,,18871,名,,,鳳梨酥。主要原料為麵粉、奶油、糖、蛋、冬瓜或鳳梨醬，外皮酥、內餡軟，也稱為冬瓜酥，是臺灣著名的點心。,,,,,,,ông-lâi-soo,ông-lâi-so͘,https://sutian.moe.edu.tw/zh-hant/su/13953/#18871,
13954,主顧客,,18872,名,,,主顧、常客。,,,1374#1884,,,,tsú-kòo-kheh,chú-kò͘-kheh,https://sutian.moe.edu.tw/zh-hant/su/13954/#18872,
13955,仝心,,18873,動,,,同心、齊心。,,,2137#2994|19927,,,,kāng-sim,kāng-sim,https://sutian.moe.edu.tw/zh-hant/su/13955/#18873,
13956,仝沿,,18874,名,,,同輩、同儕、平輩。可指同年齡層或同輩份。,,,19928|19929,19930,,,kāng-iân,kāng-iân,https://sutian.moe.edu.tw/zh-hant/su/13956/#18874,
13957,冊局,,18875,名,,,書局。,,,1332#1831|19931|19932,,,,tsheh-kio̍k,chheh-kio̍k,https://sutian.moe.edu.tw/zh-hant/su/13957/#18875,
13958,冊疊仔,,18876,名,,,墊板。為寫字平順，墊於紙下的板子。,,,,,,,tsheh-thiap-á,chheh-thiap-á,https://sutian.moe.edu.tw/zh-hant/su/13958/#18876,
13959,冬粉,,18877,名,,,粉絲。綠豆粉條。,,,,,,,tang-hún,tang-hún,https://sutian.moe.edu.tw/zh-hant/su/13959/#18877,
13960,出擢,,18878,形,,,傑出。才能、成就卓越出眾。,,,18003#22858|19935#22900|27493#22056|28399#22595,,,,tshut-tioh,chhut-tioh,https://sutian.moe.edu.tw/zh-hant/su/13960/#18878,才智能力
13961,半丁,,18879,名,,,不成材的人。,,,13517|19936,,,,puànn-ting,pòaⁿ-teng,https://sutian.moe.edu.tw/zh-hant/su/13961/#18879,
13961,半丁,,18880,名,,,病夫。體質孱弱容易生病的人。,,,19937|19938,,,,puànn-ting,pòaⁿ-teng,https://sutian.moe.edu.tw/zh-hant/su/13961/#18880,
13962,半奸忠,,18881,名,,,牆頭草、騎牆派。只問對自己有利，不問是非公義的機會主義者。,,,12693#17279,,,,puànn-kan-tiong,pòaⁿ-kan-tiong,https://sutian.moe.edu.tw/zh-hant/su/13962/#18881,
13963,半老老,,18882,熟,,,半老、初老。,,,,,,,puànn-ló-lāu,pòaⁿ-ló-lāu,https://sutian.moe.edu.tw/zh-hant/su/13963/#18882,
13964,半遂,,18883,動,,,偏癱，半身不遂。,,V580,6394#8929|28158#22415,,,,puàn-suī,poàn-sūi,https://sutian.moe.edu.tw/zh-hant/su/13964/#18883,
13964,半遂,,18884,形,,,無能。引申為無能之意，為負面詞。,,,,,,,puàn-suī,poàn-sūi,https://sutian.moe.edu.tw/zh-hant/su/13964/#18884,
13965,去倒,,18885,動,,,往返、來回。,,,3918#5480|18427|23597,,,,khì-tò,khì-tò,https://sutian.moe.edu.tw/zh-hant/su/13965/#18885,一般動詞-行為動詞|副詞
13965,去倒,,18886,副,,,反倒、反而。,,,5707#7971|12931#17575,,,,khì-tò,khì-tò,https://sutian.moe.edu.tw/zh-hant/su/13965/#18886,一般動詞-行為動詞|副詞
13966,可取,,18887,形,,,值得學習或讚許。可欽佩。,,,,,,,khó-tshú,khó-chhú,https://sutian.moe.edu.tw/zh-hant/su/13966/#18887,
13967,司公仔象桮,,18888,熟,,,字面上說一個是道士，一個是筊杯，用來比喻形影不離的兩個好朋友或關係密切的人。,,,19940|19941|19942|29212#22899,,,,sai-kong-á-siūnn-pue,sai-kong-á-siūⁿ-poe,https://sutian.moe.edu.tw/zh-hant/su/13967/#18888,交際應酬
13968,外埠頭,,18889,名,,,外地、外鄉鎮。,,,19943,1701#2360|19944,,,guā-poo-thâu,gōa-po͘-thâu,https://sutian.moe.edu.tw/zh-hant/su/13968/#18889,地理
13969,央倩,,18890,動,,,央託。,,,,,,,iang-tshiànn/iong-tshiànn,iang-chhiàⁿ/iong-chhiàⁿ,https://sutian.moe.edu.tw/zh-hant/su/13969/#18890,
13970,央教,,18891,動,,,囑託。央託差遣人去辦事。,,,5925#8281,,,,iang-kah/iong-kah,iang-kah/iong-kah,https://sutian.moe.edu.tw/zh-hant/su/13970/#18891,
13971,布幼仔,,18892,名,,,碎布。,,,1815#2490|19946,,,,pòo-iù-á,pò͘-iù-á,https://sutian.moe.edu.tw/zh-hant/su/13971/#18892,
13972,布攄仔,,18893,名,,,拖把。擦洗地板的用具。有長柄，一端綁著許多布條用來拖擦。,,,,,,,pòo-lu-á,pò͘-lu-á,https://sutian.moe.edu.tw/zh-hant/su/13972/#18893,
13973,平洋,,18894,名,,,平原、平地。平坦廣闊的原野。,,,1699#2358|1742#2408,348#498|24184,,,pênn-iûnn/pînn-iûnn,pêⁿ-iûⁿ/pîⁿ-iûⁿ,https://sutian.moe.edu.tw/zh-hant/su/13973/#18894,地理|自然現象
13974,正範,,18895,名,,,真品、真貨。也指正牌，正規，名副其實的身份。,,,1777#2447,6939#9645|18138#22419|19949,,,tsiànn-pān,chiàⁿ-pān,https://sutian.moe.edu.tw/zh-hant/su/13974/#18895,
13974,正範,,18896,形,,,正確、妥當。合乎情理。,,,29490#23104|29491#23102|29491#23103|29798#23304,,,,tsiànn-pān,chiàⁿ-pān,https://sutian.moe.edu.tw/zh-hant/su/13974/#18896,
13975,生本,,18897,副,,,天生的、與生俱來。,,,1890#2632|7244#10054,,,,senn-pún/sinn-pún,seⁿ-pún/siⁿ-pún,https://sutian.moe.edu.tw/zh-hant/su/13975/#18897,副詞
13975,生本,,18898,副,,,本來、原本。表示理所當然。,,,1704#2363|1719#2380|1725#2387|5812#8113,,,,senn-pún/sinn-pún,seⁿ-pún/siⁿ-pún,https://sutian.moe.edu.tw/zh-hant/su/13975/#18898,副詞
13976,生真,,18899,形,,,慌張。因慌忙而張惶失措。,,,1902#2647|2062#2854|11370#15543|18124#22909,,,,tshenn-tsin/tshinn-tsin,chheⁿ-chin/chhiⁿ-chin,https://sutian.moe.edu.tw/zh-hant/su/13976/#18899,
13977,生張,,18900,名,,,體格、相貌。與生俱來的外貌、個性。,,,1938#2685|5357#7496,,,,senn-tiunn/sinn-tiunn,seⁿ-tiuⁿ/siⁿ-tiuⁿ,https://sutian.moe.edu.tw/zh-hant/su/13977/#18900,生理構造|個性風格
13977,生張,,18901,名,,,習性。,,,,,,,senn-tiunn/sinn-tiunn,seⁿ-tiuⁿ/siⁿ-tiuⁿ,https://sutian.moe.edu.tw/zh-hant/su/13977/#18901,生理構造|個性風格
13978,生頭凊面,,18902,熟,,,生氣、憤怒的臉色。,,,,,,,tshenn-thâu-tshìn-bīn/tshinn-thâu-tshìn-bīn,chheⁿ-thâu-chhìn-bīn/chhiⁿ-thâu-chhìn-bīn,https://sutian.moe.edu.tw/zh-hant/su/13978/#18902,
13978,生頭凊面,,18903,熟,,,冷漠的臉色。,,,,,,,tshenn-thâu-tshìn-bīn/tshinn-thâu-tshìn-bīn,chheⁿ-thâu-chhìn-bīn/chhiⁿ-thâu-chhìn-bīn,https://sutian.moe.edu.tw/zh-hant/su/13978/#18903,
13979,白目,,18904,形,,,不識相、不知好歹。指人搞不清楚狀況，不會察言觀色、判斷場面，而做出不當的言行。,,,,,,,pe̍h-ba̍k,pe̍h-ba̍k,https://sutian.moe.edu.tw/zh-hant/su/13979/#18904,才智能力|個性風格
13979,白目,,18905,形,,,形容孩子淘氣、搗蛋。,,,,,,,pe̍h-ba̍k,pe̍h-ba̍k,https://sutian.moe.edu.tw/zh-hant/su/13979/#18905,才智能力|個性風格
13980,白虎湯,,18906,名,,,中藥的一種處方，成分為：知母、甘草、石膏、粳米。有解熱退燒的功效，屬於猛藥，使用不當可能致命。,,,,,,,pe̍h-hóo-thng,pe̍h-hó͘-thng,https://sutian.moe.edu.tw/zh-hant/su/13980/#18906,醫療保健|事、物泛稱
13980,白虎湯,,18907,名,,,通稱猛藥，引申指不得已時所採取的激烈手段。,,,19950|19951,,,,pe̍h-hóo-thng,pe̍h-hó͘-thng,https://sutian.moe.edu.tw/zh-hant/su/13980/#18907,醫療保健|事、物泛稱
13981,白菜滷,,18908,名,,,傳統家常小菜，以大白菜為主，加些香菇、蝦米、雞蛋、紅蘿蔔、黑木耳、金針菇、豆皮等，燜煮到大白菜軟爛。,,,,,,,pe̍h-tshài-lóo,pe̍h-chhài-ló͘,https://sutian.moe.edu.tw/zh-hant/su/13981/#18908,
13982,白話字,,18909,名,,,"教會羅馬字。三四百年前，基督宗教的西洋傳教士來到南洋、中國、臺灣等地，因為當時東方人的教育不普及，他們便利用羅馬字母系統來拼寫當地的口語白話，以翻譯聖經、聖詩，編寫教材、文學作品，方便向民眾宣教。又稱作「教會羅馬字」，簡稱「教羅」。早年教會人士常將文言漢文字稱為「孔子字」(Khóng-tsú-jī)，將官話漢文字稱為「唐人字」(Tn̂g-lâng-jī), 將書寫在地白話的教會羅馬字稱為「白話字」（教羅寫法是 Pe̍h-ōe-jī，目前的討論者常簡寫為 POJ）。廈門話及臺灣台語的白話字累積了特別豐富的文獻，至今也仍有愛用者、推廣者，早已超出教會的範圍。","教會羅馬字。三四百年前，基督宗教的西洋傳教士來到南洋、中國、臺灣等地，因為當時東方人的教育不普及，他們便利用羅馬字母系統來拼寫當地的口語白話，以翻譯聖經、聖詩，編寫教材、文學作品，方便向民眾宣教。又稱作「教會羅馬字」，簡稱「教羅」。早年教會人士常將文言漢文字稱為「孔子字」(Khóng-chú-jī)，將官話漢文字稱為「唐人字」(Tn̂g-lâng-jī), 將書寫在地白話的教會羅馬字稱為「白話字」（教羅寫法是 Pe̍h-ōe-jī，目前的討論者常簡寫為 POJ）。廈門話及臺灣台語的白話字累積了特別豐富的文獻，至今也仍有愛用者、推廣者，早已超出教會的範圍。",,,,,,Pe̍h-uē-jī/Pe̍h-uē-lī,Pe̍h-ōe-jī/Pe̍h-ōe-lī,https://sutian.moe.edu.tw/zh-hant/su/13982/#18909,
13983,目孔,,18910,名,,,金帶細鰺，又稱木葉鰺，俗名為「目孔」。魚類。可食用，用茄汁烹煮，在盛暑時期是有名的開胃菜。,,,13888#18781,,,,ba̍k-khóng,ba̍k-khóng,https://sutian.moe.edu.tw/zh-hant/su/13983/#18910,
13984,目空赤,,18911,形,,,眼紅、嫉妒。,,,3418#4787|5389#7550|19952|19953,,,,ba̍k-khang-tshiah,ba̍k-khang-chhiah,https://sutian.moe.edu.tw/zh-hant/su/13984/#18911,
13985,目睭遮,,18912,名,,,眼罩。,,,19954,,,,ba̍k-tsiu-jia/ba̍k-tsiu-lia,ba̍k-chiu-jia/ba̍k-chiu-lia,https://sutian.moe.edu.tw/zh-hant/su/13985/#18912,
13986,石花,,18913,名,,,石花菜，又名海凍菜、紅絲、鳳尾等，是紅藻的一種。採摘後經清洗、曝曬，加水熬煮、放涼，凝結成石花凍，可作為夏日涼品食用。,,,,,,,tsio̍h-hue,chio̍h-hoe,https://sutian.moe.edu.tw/zh-hant/su/13986/#18913,
13987,石降,,18914,名,,,石蛙，兩棲類動物。,,,,,,,tsio̍h-kàng,chio̍h-kàng,https://sutian.moe.edu.tw/zh-hant/su/13987/#18914,
13988,石磨仔心,,18915,名,,,石磨軸心。石磨的上下石盤中央的軸心。常用來比喻人際關係中被夾在中間左右為難受折磨的人。,,,,,,,tsio̍h-bō-á-sim,chio̍h-bō-á-sim,https://sutian.moe.edu.tw/zh-hant/su/13988/#18915,
13989,交落身,,18916,熟,,,流產。,,V541,5195#7285|9929#13643|17819|19955,,,,ka-la̍uh-sin,ka-lau̍h-sin,https://sutian.moe.edu.tw/zh-hant/su/13989/#18916,傷疾病痛
13990,交落枕,,18917,動,,,落枕。指頸部、胸部和肩胛等肌肉出現急性痙攣與發炎的現象。主要症狀有頸部疼痛、僵硬等，成因則與長期姿勢不良有關，包括站姿、坐姿和睡姿，或因頸部受寒引起。,,,,,,,ka-la̍uh-tsím,ka-lau̍h-chím,https://sutian.moe.edu.tw/zh-hant/su/13990/#18917,
13991,交繃,,18918,形,,,愛挑剔、計較，喜歡唱反調，讓人感到為難。,,,12094#16489|28190#22431,,,,kau-penn/kau-pinn,kau-peⁿ/kau-piⁿ,https://sutian.moe.edu.tw/zh-hant/su/13991/#18918,個性風格|待人處事
13991,交繃,,18919,動,,,因為不滿而與人發生糾紛。,,,,,,,kau-penn/kau-pinn,kau-peⁿ/kau-piⁿ,https://sutian.moe.edu.tw/zh-hant/su/13991/#18919,個性風格|待人處事
13992,交纏,,18920,動,,,指人死後陰魂糾纏不清。也指人際關係、疾病事物等糾纏煩擾不休。,,,2796#3853|27248#21870,,,,kau-tînn,kau-tîⁿ,https://sutian.moe.edu.tw/zh-hant/su/13992/#18920,
13992,交纏,,18921,形,,,事情錯綜複雜。,,,,,,,kau-tînn,kau-tîⁿ,https://sutian.moe.edu.tw/zh-hant/su/13992/#18921,
13993,冰礤,,18922,名,,,刨冰機。把冰塊刨成碎片(也就是「礤冰」)的機器，有手動及電動兩種。,,,,,,,ping-tshuah,peng-chhoah,https://sutian.moe.edu.tw/zh-hant/su/13993/#18922,
13994,合該,,18923,副,,,應該、應當。,,,,,,,ha̍p-kai,ha̍p-kai,https://sutian.moe.edu.tw/zh-hant/su/13994/#18923,
13995,囡仔頭王,,18924,名,,,孩子王。擅長指揮、帶領孩子的人。,,,,,,,gín-á-thâu-ông,gín-á-thâu-ông,https://sutian.moe.edu.tw/zh-hant/su/13995/#18924,
13996,在室的,,18925,名,,,處女、閨女、處男。,,V617,,,,,tsāi-sik--ê,chāi-sek--ê,https://sutian.moe.edu.tw/zh-hant/su/13996/#18925,泛稱
13996,在室的,,18926,形,,,沒有性經驗的。,,,2193|27458#22025,,,,tsāi-sik--ê,chāi-sek--ê,https://sutian.moe.edu.tw/zh-hant/su/13996/#18926,泛稱
13997,在膽,,18927,形,,,膽子大、不畏怯。,,,2414#3340|19960|19961,8677#11961,,,tsāi-tánn,chāi-táⁿ,https://sutian.moe.edu.tw/zh-hant/su/13997/#18927,
13998,在欉的,,18928,形,,,指水果剛從樹上摘下來。,,,19962|19963|19964,19965,,,tsāi-tsâng--ê,chāi-châng--ê,https://sutian.moe.edu.tw/zh-hant/su/13998/#18928,
13999,地陷,,18929,名,,,地窖、地洞。,,,,,,,tē-hām/tuē-hām,tē-hām/tōe-hām,https://sutian.moe.edu.tw/zh-hant/su/13999/#18929,交通、運輸|建築物、結構|事、物泛稱
13999,地陷,,18930,名,,,陷阱。,,,3019#4164|8040#11156|24309,,,,tē-hām/tuē-hām,tē-hām/tōe-hām,https://sutian.moe.edu.tw/zh-hant/su/13999/#18930,交通、運輸|建築物、結構|事、物泛稱
13999,地陷,,18931,名,,,壕溝。戰時的地下坑道。,,,,,,,tē-hām/tuē-hām,tē-hām/tōe-hām,https://sutian.moe.edu.tw/zh-hant/su/13999/#18931,交通、運輸|建築物、結構|事、物泛稱
14000,好日,,18932,名,,,好日子、吉日 。,,,257#382|2136#2993,13927#18835,,,hó-ji̍t/hó-li̍t,hó-ji̍t/hó-li̍t,https://sutian.moe.edu.tw/zh-hant/su/14000/#18932,
14001,好代,,18933,名,,,好事、善事。,,,25560,865#1214|19966,,,hó-tāi,hó-tāi,https://sutian.moe.edu.tw/zh-hant/su/14001/#18933,
14001,好代,,18934,名,,,好消息。,,,25560,865#1215|19966,,,hó-tāi,hó-tāi,https://sutian.moe.edu.tw/zh-hant/su/14001/#18934,
14002,好玄,,18935,形,,,好奇。對於自己所不了解的事，覺得新奇而感興趣或去探查原由。,,,2336#3246,,,,hònn-hiân,hòⁿ-hiân,https://sutian.moe.edu.tw/zh-hant/su/14002/#18935,
14003,好份,,18936,名,,,好份。好的部份。,,,,19967,,,hó-hūn,hó-hūn,https://sutian.moe.edu.tw/zh-hant/su/14003/#18936,
14004,好死毋死,,18937,熟,,,不巧、碰巧。通常指倒楣的事。,,,,,,,hó-sí-m̄-sí,hó-sí-m̄-sí,https://sutian.moe.edu.tw/zh-hant/su/14004/#18937,
14005,好看頭,,18938,形,,,指模樣好，有看頭。,,,,1000|19968,,,hó-khuànn-thâu,hó-khòaⁿ-thâu,https://sutian.moe.edu.tw/zh-hant/su/14005/#18938,
14005,好看頭,,18939,形,,,虛有其表、中看不中用。,,,,,,,hó-khuànn-thâu,hó-khòaⁿ-thâu,https://sutian.moe.edu.tw/zh-hant/su/14005/#18939,
14006,好唯是,,18940,熟,,,很好之意。「唯」，語中助詞，加強語氣。,,,,,,,hó-bî-sī,hó-bî-sī,https://sutian.moe.edu.tw/zh-hant/su/14006/#18940,
14007,字勻,,18941,名,,,輩份、輩行。指宗族內子孫的輩份排行，一般以詩文形式編成其字輩，同輩子孫取該詩文中的同一字作為其名的前字，下一輩則取詩文的下一字，依序而下。,,,,,,,jī-ûn/lī-ûn,jī-ûn/lī-ûn,https://sutian.moe.edu.tw/zh-hant/su/14007/#18941,
14008,安太歲,,18942,動,,,安太歲。一種民間信仰習俗。根據民間道士的說法，與當年「太歲神」(值年太歲星君)對沖的人，會有大凶降臨，化解之道，即是請廟公將其姓名安置在供奉「太歲神」的神龕上，或在家中貼上太歲符，每逢初一、十五，還要祭祀拜神。,,,,,,,an Thài-suè,an Thài-sòe,https://sutian.moe.edu.tw/zh-hant/su/14008/#18942,
14009,成格,,18943,動,,,室內隔間裝潢。,,,6018#8421|10046#13792|19969|19970,,,,tshiânn-kik,chhiâⁿ-kek,https://sutian.moe.edu.tw/zh-hant/su/14009/#18943,
14010,收煞,,18944,動,,,收場。,,,2455#3432|2482#3462|2527|28235#22469,,,,siu-suah,siu-soah,https://sutian.moe.edu.tw/zh-hant/su/14010/#18944,
14010,收煞,,18945,動,,,驅煞。,,,2581#3577,,,,siu-suah,siu-soah,https://sutian.moe.edu.tw/zh-hant/su/14010/#18945,
14011,有路無厝,,18946,熟,,,無家可歸、流離失所。指「流浪漢」或「街友」這些沒有屬於自己的房子可住，一天到晚皆在外面遊蕩，居無定所的情況。比喻無家可歸。,,,,,,,ū-lōo-bô-tshù,ū-lō͘-bô-chhù,https://sutian.moe.edu.tw/zh-hant/su/14011/#18946,
14011,有路無厝,,18947,名,,,"單身漢。""有路""是指單身一個人時想做什麼、想到哪裡，都隨時可以去做或前往；""無厝""代表的是還沒有一個穩定的家庭。因此引申為單身狀況。",,,12828|19972,,,,ū-lōo-bô-tshù,ū-lō͘-bô-chhù,https://sutian.moe.edu.tw/zh-hant/su/14011/#18947,
14012,有賰,,18948,副,,,有剩餘。,,,,,,,ū-tshun,ū-chhun,https://sutian.moe.edu.tw/zh-hant/su/14012/#18948,
