編號,詞語,標籤,TL,POJ,TL/N.,POJ/N.,音檔,分類,類型
25786,掌聲,,tsióng-siann,chióng-siaⁿ,chiong2-siann1,chiong2-siaⁿ1,25786(1).mp3,擬聲、擬態,臺華共同詞
25787,提煉,,thê-liān,thê-liān,the5-lian7,the5-lian7,25787(1).mp3,生活勞動,臺華共同詞
25788,智商,,tì-siong,tì-siong,ti3-siong1,ti3-siong1,25788(1).mp3,才智能力,臺華共同詞
25789,殖民,,si̍t-bîn,si̍t-bîn,sit8-bin5,sit8-bin5,25789(1).mp3,政治,臺華共同詞
25790,港區,,káng-khu,káng-khu,kang2-khu1,kang2-khu1,25790(1).mp3,居住環境,臺華共同詞
25791,減產,,kiám-sán,kiám-sán,kiam2-san2,kiam2-san2,25791(1).mp3,相關用語,臺華共同詞
25792,滋潤,,tsu-jūn/tsu-lūn,chu-jūn/chu-lūn,chu1-jun7/chu1-lun7,chu1-jun7/chu1-lun7,25792(1).mp3,一般動詞-靜態動詞,臺華共同詞
25793,無非,,bû-hui,bû-hui,bu5-hui1,bu5-hui1,25793(1).mp3,,臺華共同詞
25794,無常,,bû-siông,bû-siông,bu5-siong5,bu5-siong5,25794(1).mp3,性質、程度,臺華共同詞
25795,無邊,,bû-pian,bû-pian,bu5-pian1,bu5-pian1,25795(1).mp3,性質、程度,臺華共同詞
25796,畫筆,,uē-pit,ōe-pit,oe7-pit4,oe7-pit4,25796(1).mp3,文學、藝術,臺華共同詞
25797,發財,,huat-tsâi,hoat-châi,huat4-tsai5,hoat4-tsai5,25797(1).mp3,財務單位、活動,臺華共同詞
25798,發送,,huat-sàng,hoat-sàng,huat4-sang3,hoat4-sang3,25798(1).mp3,一般動詞-行為動詞,臺華共同詞
25799,發源地,,huat-guân-tē/huat-guân-tuē,hoat-goân-tē/hoat-goân-tōe,huat4-guan5-te7/huat4-guan5-tue7,hoat4-goan5-te7/hoat4-goan5-toe7,25799(1).mp3,空間方位,臺華共同詞
25800,稅源,,suè-guân/sè-guân,sòe-goân/sè-goân,soe3-goan5/se3-goan5,soe3-goan5/se3-goan5,25800(1).mp3,財務單位、活動,臺華共同詞
25801,童軍,,tông-kun,tông-kun,tong5-kun1,tong5-kun1,25801(1).mp3,組織團體,臺華共同詞
25802,筆法,,pit-huat,pit-hoat,pit4-hoat4,pit4-hoat4,25802(1).mp3,語言、文字、符號,臺華共同詞
25803,結石,,kiat-tsio̍h,kiat-chio̍h,kiat4-tsioh8,kiat4-chioh8,25803(1).mp3,傷疾病痛,臺華共同詞
25804,華府,,Huâ-hú,Hôa-hú,Hua5-hu2,Hoa5-hu2,25804(1).mp3,組織團體|建築物、結構,臺華共同詞
25805,虛構,,hi-kòo,hi-kò͘,hi1-koo3,hi1-kou3,25805(1).mp3,性質、程度,臺華共同詞
25806,越戰,,Ua̍t-tsiàn,Oa̍t-chiàn,Oat8-chian3,Oat8-chian3,25806(1).mp3,軍事,臺華共同詞
25807,超人,,tshiau-jîn/tshiau-lîn,chhiau-jîn/chhiau-lîn,chhiau1-jin5/chhiau1-lin5,chhiau1-jin5/chhiau1-lin5,25807(1).mp3,相關用語,臺華共同詞
25808,超速,,tshiau-sok,chhiau-sok,chhiau1-sok4,chhiau1-sok4,25808(1).mp3,交通、運輸,臺華共同詞
25809,跑道,,pháu-tō,pháu-tō,phau2-to7,phau2-to7,25809(1).mp3,道路、橋梁|體育、運動,臺華共同詞
25810,鄉民,,hiong-bîn,hiong-bîn,hiong1-bin5,hiong1-bin5,25810(1).mp3,組織團體,臺華共同詞
25811,開庭,,khui-tîng,khui-têng,khui1-ting5,khui1-teng5,25811(1).mp3,軍事,臺華共同詞
25812,開票,,khui-phiò,khui-phiò,khui1-phio3,khui1-phio3,25812(1).mp3,一般動詞-行為動詞,臺華共同詞
25813,開標,,khui-pio,khui-pio,khui1-pio1,khui1-pio1,25813(1).mp3,相關用語,臺華共同詞
25814,開課,,khui-khò,khui-khò,khui1-kho3,khui1-kho3,25814(1).mp3,教育、學術,臺華共同詞
25815,陽春,,iông-tshun,iông-chhun,iong5-tshun1,iong5-chhun1,25815(1).mp3,性質、程度,臺華共同詞
25816,雅房,,ngá-pâng,ngá-pâng,nga2-pang5,nga2-pang5,25816(1).mp3,建築物、結構,臺華共同詞
25817,雄心,,hiông-sim,hiông-sim,hiong5-sim1,hiong5-sim1,25817(1).mp3,才智能力,臺華共同詞
25818,亂七八糟,,luān-tshi-pa-tsau,loān-chhi-pa-chau,luan7-tshi1-pa1-tsau1,loan7-chhi1-pa1-tsau1,25818(1).mp3,生活狀況|形貌、體積,臺華共同詞
25819,傳神,,thuân-sîn,thoân-sîn,thoan5-sin5,thoan5-sin5,25819(1).mp3,,臺華共同詞
25820,傷勢,,siong-sè,siong-sè,siong1-se3,siong1-se3,25820(1).mp3,傷疾病痛,臺華共同詞
25821,募款,,bōo-khuán,bō͘-khoán,boo7-khuan2,bou7-khoan2,25821(1).mp3,財務單位、活動,臺華共同詞
25822,奧妙,,ò-miāu,ò-miāu,o3-miau7,o3-miau7,25822(1).mp3,事、物泛稱,臺華共同詞
25823,意念,,ì-liām,ì-liām,i3-liam7,i3-liam7,25823(1).mp3,心理狀態,臺華共同詞
25824,意涵,,ì-hâm,ì-hâm,i3-ham5,i3-ham5,25824(1).mp3,,臺華共同詞
25825,意圖,,ì-tôo,ì-tô͘,i3-too5,i3-tou5,25825(1).mp3,心理活動,臺華共同詞
25826,意境,,ì-kíng,ì-kéng,i3-king2,i3-keng2,25826(1).mp3,,臺華共同詞
25827,感官,,kám-kuan,kám-koan,kam2-kuan1,kam2-koan1,25827(1).mp3,感官動作,臺華共同詞
25828,感傷,,kám-siong,kám-siong,kam2-siong1,kam2-siong1,25828(1).mp3,心理活動,臺華共同詞
25829,感觸,,kám-tshiok,kám-chhiok,kam2-tshiok4,kam2-chhiok4,25829(1).mp3,心理活動,臺華共同詞
25830,新型,,sin-hîng,sin-hêng,sin1-heng5,sin1-heng5,25830(1).mp3,性質、程度,臺華共同詞
25831,新舊,,sin-kū,sin-kū,sin1-ku7,sin1-ku7,25831(1).mp3,性質、程度,臺華共同詞
25832,會商,,huē-siong,hōe-siong,hue7-siong1,hoe7-siong1,25832(1).mp3,一般動詞-行為動詞,臺華共同詞
25833,業主,,gia̍p-tsú,gia̍p-chú,giap8-tsu2,giap8-tsu2,25833(1).mp3,相關用語,臺華共同詞
25834,溪水,,khe-tsuí/khue-tsuí,khe-chúi/khoe-chúi,khe1-tsui2/khue1-tsui2,khe1-tsui2/khoe1-tsui2,25834(1).mp3,自然現象,臺華共同詞
25835,溪流,,khe-lâu/khue-lâu,khe-lâu/khoe-lâu,khe1-lau5/khue1-lau5,khe1-lau5/khoe1-lau5,25835(1).mp3,自然現象,臺華共同詞
25836,煙霧,,ian-bū,ian-bū,ian1-bu7,ian1-bu7,25836(1).mp3,自然現象,臺華共同詞
25837,照樣,,tsiàu-iūnn,chiàu-iūⁿ,chiau3-iunn7,chiau3-iuⁿ7,25837(1).mp3,性質、程度,臺華共同詞
25838,當紅,,tng-âng,tng-âng,tng1-ang5,tng1-ang5,25838(1).mp3,性質、程度,臺華共同詞
25839,禁用,,kìm-iōng,kìm-iōng,kim3-iong7,kim3-iong7,25839(1).mp3,生活狀況,臺華共同詞
25840,聖戰,,sìng-tsiàn,sèng-chiàn,seng3-chian3,seng3-chian3,25840(1).mp3,軍事,臺華共同詞
25841,落幕,,lo̍h-bōo,lo̍h-bō͘,loh8-boo7,loh8-bou7,25841(1).mp3,戲劇、音樂,臺華共同詞
25842,補強,,póo-kiông,pó͘-kiông,poo2-kiong5,po͘2-kiong5,25842(1).mp3,一般動詞-行為動詞,臺華共同詞
25843,裝甲,,tsong-kah,chong-kah,chong1-kah4,chong1-kah4,25843(1).mp3,軍事,臺華共同詞
25844,解嚴,,kái-giâm,kái-giâm,kai2-giam5,kai2-giam5,25844(1).mp3,政治,臺華共同詞
25845,解讀,,kái-tho̍k,kái-tho̍k,kai2-thok8,kai2-thok8,25845(1).mp3,一般動詞-行為動詞,臺華共同詞
25846,試用,,tshì-iōng,chhì-iōng,chhi3-iong7,chhi3-iong7,25846(1).mp3,一般動詞-行為動詞,臺華共同詞
25847,詩意,,si-ì,si-ì,si1-i3,si1-i3,25847(1).mp3,個性風格|氣質態度,臺華共同詞
25848,資歷,,tsu-li̍k,chu-le̍k,chu1-lek8,chu1-lek8,25848(1).mp3,才智能力,臺華共同詞
25849,遊民,,iû-bîn,iû-bîn,iu5-bin5,iu5-bin5,25849(1).mp3,相關用語,臺華共同詞
25850,遊覽,,iû-lám,iû-lám,iu5-lam2,iu5-lam2,25850(1).mp3,休閒、娛樂,臺華共同詞
25851,違憲,,uî-hiàn,ûi-hiàn,ui5-hian3,ui5-hian3,25851(1).mp3,法律,臺華共同詞
25852,雷達,,luî-ta̍t,lûi-ta̍t,lui5-tat8,lui5-tat8,25852(1).mp3,軍事,臺華共同詞
25853,電聯車,,tiān-liân-tshia,tiān-liân-chhia,tian7-lian5-chhia1,tian7-lian5-chhia1,25853(1).mp3,旅運設施,臺華共同詞
25854,預約,,ī-iok/ū-iok,ī-iok/ū-iok,i7-iok4/u7-iok4,i7-iok4/u7-iok4,25854(1).mp3,一般動詞-行為動詞,臺華共同詞
25855,預訂,,ī-tīng/ū-tīng,ī-tēng/ū-tēng,i7-ting7/u7-ting7,i7-teng7/u7-teng7,25855(1).mp3,一般動詞-行為動詞,臺華共同詞
25856,預留,,ī-liû/ū-liû,ī-liû/ū-liû,i7-liu5/u7-liu5,i7-liu5/u7-liu5,25856(1).mp3,一般動詞-靜態動詞,臺華共同詞
25857,預產期,,ī-sán-kî/ū-sán-kî,ī-sán-kî/ū-sán-kî,i7-san2-ki5/u7-san2-ki5,i7-san2-ki5/u7-san2-ki5,25857(1).mp3,醫療保健,臺華共同詞
25858,預設,,ī-siat/ū-siat,ī-siat/ū-siat,i7-siat4/u7-siat4,i7-siat4/u7-siat4,25858(1).mp3,一般動詞-靜態動詞,臺華共同詞
25859,預警,,ī-kíng/ū-kíng,ī-kéng/ū-kéng,i7-king2/u7-king2,i7-keng2/u7-keng2,25859(1).mp3,一般動詞-靜態動詞,臺華共同詞
25860,團長,,thuân-tiúnn,thoân-tiúⁿ,thoan5-tiunn2,thoan5-tiuⁿ2,25860(1).mp3,相關用語,臺華共同詞
25861,境地,,kíng-tē/kíng-tuē,kéng-tē/kéng-tōe,king2-te7/king2-tue7,keng2-te7/keng2-toe7,25861(1).mp3,空間方位,臺華共同詞
25862,壽險,,siū-hiám,siū-hiám,siu7-hiam2,siu7-hiam2,25862(1).mp3,財務單位、活動,臺華共同詞
25863,實例,,si̍t-lē,si̍t-lē,sit8-le7,sit8-le7,25863(1).mp3,事、物泛稱,臺華共同詞
25864,對談,,tuì-tâm,tùi-tâm,tui3-tam5,tui3-tam5,25864(1).mp3,交際應酬,臺華共同詞
25865,弊端,,pè-tuan,pè-toan,pe3-toan1,pe3-toan1,25865(1).mp3,相關用語,臺華共同詞
25866,截止,,tsia̍t-tsí,chia̍t-chí,chiat8-chi2,chiat8-chi2,25866(1).mp3,一般動詞-靜態動詞,臺華共同詞
25867,撤銷,,thiat-siau,thiat-siau,thiat4-siau1,thiat4-siau1,25867(1).mp3,一般動詞-靜態動詞,臺華共同詞
25868,榮譽,,îng-ū,êng-ū,ing5-u7,eng5-u7,25868(1).mp3,道德評價,臺華共同詞
25869,漁會,,hî-huē/hû-huē,hî-hōe/hû-hōe,hi5-hue7/hu5-hue7,hi5-hoe7/hu5-hoe7,25869(1).mp3,漁牧業,臺華共同詞
25870,滷味,,lóo-bī,ló͘-bī,loo2-bi7,lou2-bi7,25870(1).mp3,食物、飲料、煙酒,臺華共同詞
25871,監聽,,kàm-thiann,kàm-thiaⁿ,kam3-thiann1,kam3-thiann1,25871(1).mp3,生活勞動,臺華共同詞
25872,管線,,kóng-suànn,kóng-sòaⁿ,kong2-suann3,kong2-soann3,25872(1).mp3,生產工具,臺華共同詞
25873,精裝,,tsing-tsong,cheng-chong,cheng1-chong1,cheng1-chong1,25873(1).mp3,相關用語,臺華共同詞
25874,舞步,,bú-pōo,bú-pō͘,bu2-poo7,bu2-pou7,25874(1).mp3,休閒、娛樂,臺華共同詞
25875,舞團,,bú-thuân,bú-thoân,bu2-thuan5,bu2-thoan5,25875(1).mp3,組織團體,臺華共同詞
25876,趕往,,kuánn-óng,kóaⁿ-óng,kuann2-ong2,koann2-ong2,25876(1).mp3,一般動詞-行為動詞,臺華共同詞
25877,輕柔,,khin-jiû/khin-liû,khin-jiû/khin-liû,khin1-jiu5/khin1-liu5,khin1-jiu5/khin1-liu5,25877(1).mp3,性質、程度,臺華共同詞
25878,輕傷,,khin-siong,khin-siong,khin1-siong1,khin1-siong1,25878(1).mp3,傷疾病痛,臺華共同詞
25879,遙控,,iâu-khòng,iâu-khòng,iau5-khong3,iau5-khong3,25879(1).mp3,一般動詞-行為動詞,臺華共同詞
25880,銀器,,gîn-khì/gûn-khì,gîn-khì/gûn-khì,gin5-khi3/gun5-khi3,gin5-khi3/gun5-khi3,25880(1).mp3,生活用品,臺華共同詞
25881,銅管,,tâng-kóng,tâng-kóng,tang5-kong2,tang5-kong2,25881(1).mp3,戲劇、音樂,臺華共同詞
25882,增資,,tsing-tsu,cheng-chu,cheng1-chu1,cheng1-chu1,25882(1).mp3,財務單位、活動,臺華共同詞
25883,審定,,sím-tīng,sím-tēng,sim2-teng7,sim2-teng7,25883(1).mp3,一般動詞-靜態動詞,臺華共同詞
25884,審議,,sím-gī,sím-gī,sim2-gi7,sim2-gi7,25884(1).mp3,法律,臺華共同詞
25885,廢棄,,huì-khì,hùi-khì,hui3-khi3,hui3-khi3,25885(1).mp3,生活勞動,臺華共同詞
25886,廢標,,huì-pio,hùi-pio,hui3-pio1,hui3-pio1,25886(1).mp3,相關用語,臺華共同詞
25887,影集,,iánn-tsi̍p,iáⁿ-chi̍p,iann2-tsip8,iann2-chip8,25887(1).mp3,休閒、娛樂,臺華共同詞
25888,徵文,,ting-bûn,teng-bûn,teng1-bun5,teng1-bun5,25888(1).mp3,文學、藝術,臺華共同詞
25889,慶典,,khìng-tián,khèng-tián,khing3-tian2,kheng3-tian2,25889(1).mp3,相關器具、活動,臺華共同詞
25890,撥付,,puah-hù,poah-hù,poah4-hu3,poah4-hu3,25890(1).mp3,財務單位、活動,臺華共同詞
25891,敵意,,ti̍k-ì,te̍k-ì,tek8-i3,tek8-i3,25891(1).mp3,待人處事,臺華共同詞
25892,暴亂,,pō-luān,pō-loān,po7-loan7,po7-loan7,25892(1).mp3,災禍,臺華共同詞
25893,標點,,piau-tiám,piau-tiám,piau1-tiam2,piau1-tiam2,25893(1).mp3,語言、文字、符號,臺華共同詞
25894,歐式,,Au-sik,Au-sek,Au1-sik4,Au1-sek4,25894(1).mp3,性質、程度,臺華共同詞
25895,歐盟,,Au-bîng,Au-bêng,Au1-bing5,Au1-beng5,25895(1).mp3,組織團體,臺華共同詞
25896,熱誠,,jia̍t-sîng/lia̍t-sîng,jia̍t-sêng/lia̍t-sêng,jiat8-sing5/liat8-sing5,jiat8-seng5/liat8-seng5,25896(1).mp3,氣質態度|待人處事,臺華共同詞
25897,編舞,,pian-bú,pian-bú,pian1-bu2,pian1-bu2,25897(1).mp3,文學、藝術,臺華共同詞
25898,編劇,,pian-kio̍k,pian-kio̍k,pian1-kiok8,pian1-kiok8,25898(1).mp3,戲劇、音樂,臺華共同詞
25899,線材,,suànn-tsâi,sòaⁿ-châi,soann3-chai5,soaⁿ3-chai5,25899(1).mp3,生產工具,臺華共同詞
25900,罷免,,pā-bián,pā-bián,pa7-bian2,pa7-bian2,25900(1).mp3,法律|政治,臺華共同詞
25901,請願,,tshíng-guān,chhéng-goān,chheng2-goan7,chheng2-goan7,25901(1).mp3,法律|政治,臺華共同詞
25902,課堂,,khò-tn̂g,khò-tn̂g,kho3-tng5,kho3-tng5,25902(1).mp3,教育、學術,臺華共同詞
25903,課業,,khò-gia̍p,khò-gia̍p,kho3-giap8,kho3-giap8,25903(1).mp3,教育、學術,臺華共同詞
25904,論點,,lūn-tiám,lūn-tiám,lun7-tiam2,lun7-tiam2,25904(1).mp3,教育、學術,臺華共同詞
25905,踏入,,ta̍p-ji̍p/ta̍h-li̍p,ta̍p-ji̍p/ta̍h-li̍p,tap8-jip8/tah8-lip8,tap8-jip8/tah8-lip8,25905(1).mp3,一般動詞-行為動詞,臺華共同詞
25906,輪椅,,lûn-í,lûn-í,lun5-i2,lun5-i2,25906(1).mp3,醫療保健|生活用品,臺華共同詞
25907,養成,,ióng-sîng,ióng-sêng,iong2-sing5,iong2-seng5,25907(1).mp3,食物、飲料、煙酒,臺華共同詞
25908,奮戰,,hùn-tsiàn,hùn-chiàn,hun3-tsian3,hun3-chian3,25908(1).mp3,生活勞動,臺華共同詞
25909,學長,,ha̍k-tiúnn,ha̍k-tiúⁿ,hak8-tiunn2,hak8-tiunn2,25909(1).mp3,教育、學術,臺華共同詞
25910,學說,,ha̍k-suat,ha̍k-soat,hak8-suat4,hak8-soat4,25910(1).mp3,教育、學術,臺華共同詞
25911,戰況,,tsiàn-hóng,chiàn-hóng,chian3-hong2,chian3-hong2,25911(1).mp3,軍事,臺華共同詞
25912,戰區,,tsiàn-khu,chiàn-khu,chian3-khu1,chian3-khu1,25912(1).mp3,軍事,臺華共同詞
25913,操盤,,tshau-puânn,chhau-pôaⁿ,chhau1-poann5,chhau1-poaⁿ5,25913(1).mp3,相關用語|財務單位、活動,臺華共同詞
25914,整數,,tsíng-sòo,chéng-sò͘,cheng2-soo3,cheng2-so͘3,25914(1).mp3,性質、程度,臺華共同詞
25915,樹葉,,tshiū-hio̍h,chhiū-hio̍h,chhiu7-hioh8,chhiu7-hioh8,25915(1).mp3,植物形體、狀態,臺華共同詞
25916,機電,,ki-tiān,ki-tiān,ki1-tian7,ki1-tian7,25916(1).mp3,相關用語,臺華共同詞
25917,歷來,,li̍k-lâi,le̍k-lâi,lik8-lai5,lek8-lai5,25917(1).mp3,時間節令,臺華共同詞
25918,歷練,,li̍k-liān,le̍k-liān,lik8-lian7,lek8-lian7,25918(1).mp3,生活狀況,臺華共同詞
25919,燈罩,,ting-tà,teng-tà,teng1-ta3,teng1-ta3,25919(1).mp3,生活用品,臺華共同詞
25920,積分,,tsik-hun,chek-hun,chek4-hun1,chek4-hun1,25920(1).mp3,,臺華共同詞
25921,積水,,tsik-tsuí,chek-chúi,chek4-chui2,chek4-chui2,25921(1).mp3,生活狀況,臺華共同詞
25922,辨別,,piān-pia̍t,piān-pia̍t,pian7-piat8,pian7-piat8,25922(1).mp3,一般動詞-行為動詞,臺華共同詞
25923,辦事,,pān-sū,pān-sū,pan7-su7,pan7-su7,25923(1).mp3,生活勞動,臺華共同詞
25924,選定,,suán-tīng,soán-tēng,soan2-teng7,soan2-teng7,25924(1).mp3,一般動詞-靜態動詞,臺華共同詞
25925,錯失,,tshò-sit,chhò-sit,chho3-sit4,chho3-sit4,25925(1).mp3,境況、狀態-擬人,臺華共同詞
25926,錯覺,,tshò-kak,chhò-kak,chho3-kak4,chho3-kak4,25926(1).mp3,心理活動,臺華共同詞
25927,館長,,kuán-tiúnn,koán-tiúⁿ,kuan2-tiunn2,koan2-tiunn2,25927(1).mp3,相關用語,臺華共同詞
25928,壓制,,ap-tsè,ap-chè,ap4-tse3,ap4-che3,25928(1).mp3,生活勞動,臺華共同詞
25929,溼度,,sip-tōo,sip-tō͘,sip4-too7,sip4-to͘7,25929(1).mp3,氣候溫度,臺華共同詞
25930,療法,,liâu-huat,liâu-hoat,liau5-huat4,liau5-hoat4,25930(1).mp3,醫療保健,臺華共同詞
25931,縮影,,sok-iánn,sok-iáⁿ,sok4-iann2,sok4-iaⁿ2,25931(1).mp3,性質、程度,臺華共同詞
25932,總督,,tsóng-tok,chóng-tok,chong2-tok4,chong2-tok4,25932(1).mp3,地位、身世、背景,臺華共同詞
25933,總價,,tsóng-kè,chóng-kè,chong2-ke3,chong2-ke3,25933(1).mp3,相關用語|財務單位、活動,臺華共同詞
25934,總體,,tsóng-thé,chóng-thé,chong2-the2,chong2-the2,25934(1).mp3,性質、程度,臺華共同詞
25935,聲浪,,siann-lōng,siaⁿ-lōng,siann1-long7,siaⁿ1-long7,25935(1).mp3,,臺華共同詞
25936,聯邦,,liân-pang,liân-pang,lian5-pang1,lian5-pang1,25936(1).mp3,組織團體,臺華共同詞
25937,聯招會,,Liân-tsiau-huē,Liân-chiau-hōe,Lian5-tsiau1-hue7,Lian5-chiau1-hoe7,25937(1).mp3,組織團體|教育、學術,臺華共同詞
25938,聯席會,,liân-si̍k-huē,liân-se̍k-hōe,lian5-sik8-hue7,lian5-sek8-hoe7,25938(1).mp3,組織團體,臺華共同詞
25939,講解,,káng-kái,káng-kái,kang2-kai2,kang2-kai2,25939(1).mp3,一般動詞-行為動詞,臺華共同詞
25940,避難,,pī-lān,pī-lān,pi7-lan7,pi7-lan7,25940(1).mp3,生活狀況,臺華共同詞
25941,鮮花,,tshinn-hue,chhiⁿ-hoe,chhinn1-hoe1,chhiⁿ1-hoe1,25941(1).mp3,生活用品|交際應酬,臺華共同詞
25942,殯儀館,,pin-gî-kuán,pin-gî-koán,pin1-gi5-koan2,pin1-gi5-koan2,25942(1).mp3,生養老死|建築物、結構,臺華共同詞
25943,禮盒,,lé-a̍p,lé-a̍p,le2-ap8,le2-ap8,25943(1).mp3,生活用品|交際應酬,臺華共同詞
25944,簡便,,kán-piān,kán-piān,kan2-pian7,kan2-pian7,25944(1).mp3,性質、程度,臺華共同詞
25945,簡章,,kán-tsiong,kán-chiong,kan2-tsiong1,kan2-chiong1,25945(1).mp3,生活用品,臺華共同詞
25946,豐年祭,,hong-nî-tsè,hong-nî-chè,hong1-ni5-tse3,hong1-ni5-che3,25946(1).mp3,相關器具、活動,臺華共同詞
25947,轉送,,tsuán-sàng,choán-sàng,choan2-sang3,choan2-sang3,25947(1).mp3,交際應酬,臺華共同詞
25948,轉運站,,tsuán-ūn-tsām,choán-ūn-chām,choan2-un7-cham7,choan2-un7-cham7,25948(1).mp3,旅運設施,臺華共同詞
25949,雙打,,siang-tánn,siang-táⁿ,siang1-tann2,siang1-taⁿ2,25949(1).mp3,數詞、量詞,臺華共同詞
25950,雙向,,siang-hiòng,siang-hiòng,siang1-hiong3,siang1-hiong3,25950(1).mp3,性質、程度,臺華共同詞
25951,雙門,,siang-mn̂g,siang-mn̂g,siang1-mng5,siang1-mng5,25951(1).mp3,建築物、結構,臺華共同詞
25952,證交所,,Tsìng-kau-sóo,Chèng-kau-só͘,Cheng3-kau1-soo2,Cheng3-kau1-so͘2,25952(1).mp3,組織團體,臺華共同詞
25953,關愛,,kuan-ài,koan-ài,kuan1-ai3,koan1-ai3,25953(1).mp3,待人處事,臺華共同詞
25954,難題,,lân-tê/lân-tuê,lân-tê/lân-tôe,lan5-te5/lan5-tue5,lan5-te5/lan5-toe5,25954(1).mp3,事、物泛稱,臺華共同詞
25955,警力,,kíng-li̍k,kéng-le̍k,king2-lik8,keng2-lek8,25955(1).mp3,服務業及其他,臺華共同詞
25956,警官,,kíng-kuann,kéng-koaⁿ,king2-kuann1,keng2-koann1,25956(1).mp3,相關用語,臺華共同詞
25957,警長,,kíng-tiúnn,kéng-tiúⁿ,king2-tiunn2,keng2-tiunn2,25957(1).mp3,相關用語,臺華共同詞
25958,警衛,,kíng-uē,kéng-ōe,king2-ue7,keng2-oe7,25958(1).mp3,相關用語,臺華共同詞
25959,黨職,,tóng-tsit,tóng-chit,tong2-chit4,tong2-chit4,25959(1).mp3,政治,臺華共同詞
25960,轟炸,,hong-tsà,hong-chà,hong1-tsa3,hong1-tsa3,25960(1).mp3,災禍,臺華共同詞
25961,霹靂,,phik-li̍k,phek-le̍k,phek4-lek8,phek4-lek8,25961(1).mp3,擬聲、擬態,臺華共同詞
25962,顧慮,,kòo-lī/kòo-lū,kò͘-lī/kò͘-lū,koo3-li7/koo3-lu7,kou3-li7/kou3-lu7,25962(1).mp3,心理活動,臺華共同詞
25963,權勢,,khuân-sè,khoân-sè,khuan5-se3,khoan5-se3,25963(1).mp3,相關用語,臺華共同詞
25964,聽友,,thiann-iú,thiaⁿ-iú,thiann1-iu2,thiaⁿ1-iu2,25964(1).mp3,相關用語,臺華共同詞
25965,聽見,,thiann--kìnn,thiaⁿ--kìⁿ,thiann1--kinn3,thiaⁿ1--kiⁿ3,25965(1).mp3,反應、表情,臺華共同詞
25966,聽話,,thiann-uē,thiaⁿ-ōe,thiann1-oe7,thiaⁿ1-oe7,25966(1).mp3,氣質態度,臺華共同詞
25967,戀情,,luân-tsîng,loân-chêng,luan5-tsing5,loan5-cheng5,25967(1).mp3,性別、婚姻,臺華共同詞
25968,罐裝,,kuàn-tsng,koàn-chng,kuan3-tsng1,koan3-tsng1,25968(1).mp3,性質、程度,臺華共同詞
25969,靈骨塔,,lîng-kut-thah,lêng-kut-thah,ling5-kut4-thah4,leng5-kut4-thah4,25969(1).mp3,生養老死|生活用品,臺華共同詞
25970,靈敏,,lîng-bín,lêng-bín,ling5-bin2,leng5-bin2,25970(1).mp3,反應、表情,臺華共同詞
25971,鷹架,,ing-kè,eng-kè,ing1-ke3,eng1-ke3,25971(1).mp3,相關用語|建築物、結構,臺華共同詞
25972,一大堆,,tsi̍t-tuā-tui,chi̍t-tōa-tui,chit8-toa7-tui1,chit8-toa7-tui1,25972(1).mp3,性質、程度,臺華共同詞
25973,一心一意,,it-sim-it-ì,it-sim-it-ì,it4-sim1-it4-i3,it4-sim1-it4-i3,25973(1).mp3,心理狀態,臺華共同詞
25974,一夜情,,tsi̍t-iā-tsîng,chi̍t-iā-chêng,chit8-ia7-cheng5,chit8-ia7-cheng5,25974(1).mp3,性別、婚姻,臺華共同詞
25975,一體,,it-thé,it-thé,it4-the2,it4-the2,25975(1).mp3,性質、程度,臺華共同詞
25976,了結,,liáu-kiat,liáu-kiat,liau2-kiat4,liau2-kiat4,25976(1).mp3,事、物泛稱,臺華共同詞
25977,二手貨,,jī-tshiú-huè/lī-tshiú-hè,jī-chhiú-hòe/lī-chhiú-hè,ji7-tshiu2-hue3/li7-tshiu2-he3,ji7-chhiu2-hoe3/li7-chhiu2-he3,25977(1).mp3,生活用品,臺華共同詞
25978,二氧化碳,,jī-ióng-huà-thuànn,jī-ióng-hòa-thòaⁿ,ji7-iong2-hua3-thuann3,ji7-iong2-hoa3-thoann3,25978(1).mp3,資源礦物,臺華共同詞
25979,人事局,,Jîn-sū-kio̍k/Lîn-sū-kio̍k,Jîn-sū-kio̍k/Lîn-sū-kio̍k,Jin5-su7-kiok8/Lin5-su7-kiok8,Jin5-su7-kiok8/Lin5-su7-kiok8,25979(1).mp3,組織團體,臺華共同詞
25980,人和,,jîn-hô/lîn-hô,jîn-hô/lîn-hô,jin5-ho5/lin5-ho5,jin5-ho5/lin5-ho5,25980(1).mp3,待人處事,臺華共同詞
25981,人道,,jîn-tō/lîn-tō,jîn-tō/lîn-tō,jin5-to7/lin5-to7,jin5-to7/lin5-to7,25981(1).mp3,生活狀況,臺華共同詞
25982,入會,,ji̍p-huē/li̍p-huē,ji̍p-hōe/li̍p-hōe,jip8-hue7/lip8-hue7,jip8-hoe7/lip8-hoe7,25982(1).mp3,一般動詞-靜態動詞,臺華共同詞
25983,入境,,ji̍p-kíng/li̍p-kíng,ji̍p-kéng/li̍p-kéng,jip8-king2/lip8-king2,jip8-keng2/lip8-keng2,25983(1).mp3,旅行,臺華共同詞
25984,三國,,Sam-kok,Sam-kok,Sam1-kok4,Sam1-kok4,25984(1).mp3,時間節令,臺華共同詞
